"sector","impactType","physicalmeasure","year","physical_impacts","annual_impacts","scenario"
"Air Quality","Ozone","Premature Mortality",2010,167.90943865893,1.64551249885752,"RCP26"
"Air Quality","Ozone","Premature Mortality",2011,179.902042933056,1.77189750466237,"RCP26"
"Air Quality","Ozone","Premature Mortality",2012,197.481017064676,1.95452796967625,"RCP26"
"Air Quality","Ozone","Premature Mortality",2013,215.290398098162,2.14089629518863,"RCP26"
"Air Quality","Ozone","Premature Mortality",2014,227.820618476641,2.27594339804172,"RCP26"
"Air Quality","Ozone","Premature Mortality",2015,234.956474749182,2.35775567353082,"RCP26"
"Air Quality","Ozone","Premature Mortality",2016,241.994465471004,2.44730425364315,"RCP26"
"Air Quality","Ozone","Premature Mortality",2017,249.10119999973,2.53815461343887,"RCP26"
"Air Quality","Ozone","Premature Mortality",2018,261.927762752898,2.68830205595202,"RCP26"
"Air Quality","Ozone","Premature Mortality",2019,269.206356798883,2.78250659596888,"RCP26"
"Air Quality","Ozone","Premature Mortality",2020,276.553694651772,2.87799427838543,"RCP26"
"Air Quality","Ozone","Premature Mortality",2021,289.696773326852,3.0354780778876,"RCP26"
"Air Quality","Ozone","Premature Mortality",2022,302.97517849458,3.19575798919208,"RCP26"
"Air Quality","Ozone","Premature Mortality",2023,322.210233248882,3.42061607080726,"RCP26"
"Air Quality","Ozone","Premature Mortality",2024,335.793123025066,3.58718536166608,"RCP26"
"Air Quality","Ozone","Premature Mortality",2025,349.511339293897,3.75649622989647,"RCP26"
"Air Quality","Ozone","Premature Mortality",2026,357.243399309865,3.8649473230898,"RCP26"
"Air Quality","Ozone","Premature Mortality",2027,365.036538817986,3.97459632495228,"RCP26"
"Air Quality","Ozone","Premature Mortality",2028,372.89075781826,4.08544113829047,"RCP26"
"Air Quality","Ozone","Premature Mortality",2029,380.806056310687,4.19747972001137,"RCP26"
"Air Quality","Ozone","Premature Mortality",2030,388.782434295268,4.31071008068276,"RCP26"
"Air Quality","Ozone","Premature Mortality",2031,396.52124647436,4.42342981817784,"RCP26"
"Air Quality","Ozone","Premature Mortality",2032,398.21837358282,4.46886513114949,"RCP26"
"Air Quality","Ozone","Premature Mortality",2033,406.035095193058,4.58308993577453,"RCP26"
"Air Quality","Ozone","Premature Mortality",2034,420.049320736222,4.76817470495925,"RCP26"
"Air Quality","Ozone","Premature Mortality",2035,434.167425520914,4.9557212606098,"RCP26"
"Air Quality","Ozone","Premature Mortality",2036,442.971430834609,5.09118704668737,"RCP26"
"Air Quality","Ozone","Premature Mortality",2037,451.9083430355,5.22889307478497,"RCP26"
"Air Quality","Ozone","Premature Mortality",2038,460.897460616021,5.36791370926298,"RCP26"
"Air Quality","Ozone","Premature Mortality",2039,469.938783576172,5.5082445935503,"RCP26"
"Air Quality","Ozone","Premature Mortality",2040,479.032311915952,5.649881494515,"RCP26"
"Air Quality","Ozone","Premature Mortality",2041,480.53933664426,5.70153376808338,"RCP26"
"Air Quality","Ozone","Premature Mortality",2042,482.046361372568,5.752823931132,"RCP26"
"Air Quality","Ozone","Premature Mortality",2043,483.553386100876,5.80376400127964,"RCP26"
"Air Quality","Ozone","Premature Mortality",2044,492.567403491008,5.9449699560898,"RCP26"
"Air Quality","Ozone","Premature Mortality",2045,501.627601480882,6.08739858854871,"RCP26"
"Air Quality","Ozone","Premature Mortality",2046,510.671888677177,6.23349279139764,"RCP26"
"Air Quality","Ozone","Premature Mortality",2047,519.76056034474,6.38081773326322,"RCP26"
"Air Quality","Ozone","Premature Mortality",2048,528.893616483573,6.52936909504171,"RCP26"
"Air Quality","Ozone","Premature Mortality",2049,538.071057093676,6.67914267754136,"RCP26"
"Air Quality","Ozone","Premature Mortality",2050,539.651838035178,6.73477529411261,"RCP26"
"Air Quality","Ozone","Premature Mortality",2051,541.223868596638,6.79295847384998,"RCP26"
"Air Quality","Ozone","Premature Mortality",2052,535.110702470817,6.75375930838056,"RCP26"
"Air Quality","Ozone","Premature Mortality",2053,536.66065675857,6.81037253396603,"RCP26"
"Air Quality","Ozone","Premature Mortality",2054,538.210611046324,6.86662887499817,"RCP26"
"Air Quality","Ozone","Premature Mortality",2055,539.760565334077,6.92253918097084,"RCP26"
"Air Quality","Ozone","Premature Mortality",2056,541.364641396285,6.98131098621907,"RCP26"
"Air Quality","Ozone","Premature Mortality",2057,542.968717458493,7.03971735360548,"RCP26"
"Air Quality","Ozone","Premature Mortality",2058,552.392818862233,7.19969293625754,"RCP26"
"Air Quality","Ozone","Premature Mortality",2059,554.019761535486,7.25822802928028,"RCP26"
"Air Quality","Ozone","Premature Mortality",2060,555.646704208738,7.31642500585163,"RCP26"
"Air Quality","Ozone","Premature Mortality",2061,557.297428051463,7.37716463915875,"RCP26"
"Air Quality","Ozone","Premature Mortality",2062,551.035942536839,7.3322638733523,"RCP26"
"Air Quality","Ozone","Premature Mortality",2063,552.663440982701,7.3914503559381,"RCP26"
"Air Quality","Ozone","Premature Mortality",2064,546.332279277484,7.34333109763449,"RCP26"
"Air Quality","Ozone","Premature Mortality",2065,547.936552326482,7.40102426517893,"RCP26"
"Air Quality","Ozone","Premature Mortality",2066,549.486434821806,7.46043494798771,"RCP26"
"Air Quality","Ozone","Premature Mortality",2067,559.063113929179,7.62903851361567,"RCP26"
"Air Quality","Ozone","Premature Mortality",2068,560.635451956558,7.68862964605406,"RCP26"
"Air Quality","Ozone","Premature Mortality",2069,562.207789983937,7.74789372868975,"RCP26"
"Air Quality","Ozone","Premature Mortality",2070,563.780128011314,7.80683996457648,"RCP26"
"Air Quality","Ozone","Premature Mortality",2071,565.232482947821,7.86681825562926,"RCP26"
"Air Quality","Ozone","Premature Mortality",2072,566.684837884329,7.92645118004092,"RCP26"
"Air Quality","Ozone","Premature Mortality",2073,559.980772471149,7.87110153111546,"RCP26"
"Air Quality","Ozone","Premature Mortality",2074,561.412375027165,7.92922693642252,"RCP26"
"Air Quality","Ozone","Premature Mortality",2075,554.64605247251,7.87070653412213,"RCP26"
"Air Quality","Ozone","Premature Mortality",2076,555.904030581394,7.92815710283517,"RCP26"
"Air Quality","Ozone","Premature Mortality",2077,548.927095284542,7.86724816664309,"RCP26"
"Air Quality","Ozone","Premature Mortality",2078,550.166579245893,7.92319710033354,"RCP26"
"Air Quality","Ozone","Premature Mortality",2079,559.677964908047,8.09852617908176,"RCP26"
"Air Quality","Ozone","Premature Mortality",2080,560.93594301693,8.15468368778848,"RCP26"
"Air Quality","Ozone","Premature Mortality",2081,562.062584930405,8.21121811129362,"RCP26"
"Air Quality","Ozone","Premature Mortality",2082,563.189226843881,8.26742002735403,"RCP26"
"Air Quality","Ozone","Premature Mortality",2083,564.315868757356,8.32329789948664,"RCP26"
"Air Quality","Ozone","Premature Mortality",2084,565.44251067083,8.3788598692572,"RCP26"
"Air Quality","Ozone","Premature Mortality",2085,566.569152584306,8.4341137727096,"RCP26"
"Air Quality","Ozone","Premature Mortality",2086,559.439278836093,8.36792076485212,"RCP26"
"Air Quality","Ozone","Premature Mortality",2087,560.682568948193,8.42608249234841,"RCP26"
"Air Quality","Ozone","Premature Mortality",2088,561.925859060292,8.48396092867806,"RCP26"
"Air Quality","Ozone","Premature Mortality",2089,554.721465206431,8.41343746264403,"RCP26"
"Air Quality","Ozone","Premature Mortality",2090,564.412439284491,8.59889591307064,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2010,487.827481439358,4.78070931810571,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2011,523.735268311431,5.15839175528442,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2012,576.06486479484,5.70148415946496,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2013,629.255585676206,6.2574595244452,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2014,667.172662810182,6.66510005736131,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2015,689.385533997789,6.91788832705503,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2016,711.211481266826,7.19252351476898,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2017,733.29337586646,7.47171015218568,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2018,772.29342767093,7.92645265085792,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2019,795.015190597058,8.21724656890028,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2020,817.992900853781,8.51255627367912,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2021,858.078058910032,8.99104642080013,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2022,898.659649430756,9.4789902212543,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2023,957.028153969147,10.1599066257876,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2024,998.72671753494,10.6691221939609,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2025,1040.92171356521,11.1876727677126,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2026,1065.52039694001,11.527659332003,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2027,1090.35304835422,11.8719984386278,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2028,1115.41966780785,12.2206874313079,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2029,1140.7202553009,12.5737237065505,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2030,1166.25481083336,12.9311047162331,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2031,1191.48885310252,13.2917652400778,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2032,1198.59927748772,13.450857300214,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2033,1224.15973556645,13.817608946309,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2034,1268.4966431483,14.3992938652641,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2035,1313.26877180959,14.9900558881016,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2036,1340.66585104459,15.4086248901292,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2037,1368.40530335661,15.8333987953355,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2038,1396.37044996297,16.2630448680441,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2039,1424.56129086368,16.6975621140855,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2040,1452.97782605874,17.1369494858423,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2041,1460.14028905242,17.3243656228176,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2042,1467.3027520461,17.5110426353007,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2043,1474.46521503977,17.6970079874524,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2044,1502.88996705507,18.1389097981882,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2045,1531.52563295883,18.5855143315017,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2046,1560.12165257158,19.0435527990382,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2047,1588.92161318361,19.5063265274352,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2048,1617.92551479489,19.9738331587696,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2049,1647.13335740543,20.4460703805024,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2050,1654.66754255123,20.6500067267771,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2051,1662.08696204572,20.861030653322,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2052,1647.4280724824,20.7925811015193,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2053,1654.74713667999,20.9991999755893,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2054,1662.06620087758,21.2050664421446,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2055,1669.38526507517,21.4102060206373,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2056,1676.80844867418,21.6237270582007,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2057,1684.23163227319,21.8364599432216,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2058,1714.33922152738,22.3440920340027,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2059,1721.86408202862,22.5581883724749,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2060,1729.38894252986,22.7715640318375,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2061,1736.93137159951,22.9924418277168,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2062,1721.38235479793,22.9052747343557,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2063,1728.82294066179,23.1216830941211,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2064,1712.96839424282,23.0242556697247,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2065,1720.30713690088,23.2363305745985,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2066,1727.44322823446,23.453677859699,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2067,1758.17439689472,23.9922467667256,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2068,1765.40953914734,24.2110627730453,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2069,1772.64468139994,24.4291574305761,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2070,1779.87982365255,24.6465532377813,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2071,1786.70226280256,24.8670456890334,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2072,1793.52470195257,25.0867590587033,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2073,1776.17445930813,24.9659456064783,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2074,1782.90341455457,25.1812151077749,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2075,1765.27272019943,25.0501080309587,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2076,1771.40043497469,25.2632471936244,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2077,1752.99555368111,25.1240122309546,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2078,1759.03679522274,25.3326824293697,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2079,1789.78357930045,25.8981237080448,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2080,1795.9112940757,26.1083082958585,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2081,1801.57622677662,26.3193739252647,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2082,1807.24115947754,26.5296654196563,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2083,1812.90609217845,26.7392045916107,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2084,1818.57102487937,26.9480123835722,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2085,1824.23595758029,27.1561089133078,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2086,1803.44897550556,26.9754354071833,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2087,1807.85423052426,27.1689004156397,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2088,1812.25948554296,27.3615076082894,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2089,1791.22429252511,27.167424576081,"RCP26"
"Air Quality","PM2.5","Premature Mortality",2090,1821.06999558037,27.7442349822462,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2010,-10.926081757273,-0.107075601221275,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2011,-11.7005296195706,-0.115241266292123,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2012,-12.8374101697038,-0.127055641133724,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2013,-13.9882004326038,-0.139101821293781,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2014,-14.7950951166094,-0.147804001583373,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2015,-15.2511316181391,-0.153042992915257,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2016,-15.7016046148632,-0.158791250403955,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2017,-16.1562294143328,-0.164619874267206,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2018,-16.9813773252589,-0.174288785184858,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2019,-17.4463844456434,-0.180325161608564,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2020,-17.9155385392137,-0.186440530020669,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2021,-18.7599195095373,-0.196568721702287,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2022,-19.6124855098481,-0.206870931036129,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2023,-20.8499260947672,-0.221344901295595,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2024,-21.7209039124857,-0.23203842846778,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2025,-22.6000575257189,-0.242902078834754,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2026,-23.0923999507275,-0.249832213963088,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2027,-23.5884128502087,-0.256835711103004,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2028,-24.0880945454889,-0.263912393471372,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2029,-24.5914433326418,-0.271062087810802,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2030,-25.0984574824885,-0.278284624343862,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2031,-25.5915821895027,-0.285489286533642,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2032,-25.694652389837,-0.288349166536055,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2033,-26.1924601569687,-0.295645381297648,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2034,-27.0897344691933,-0.307508143171559,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2035,-27.9932874580864,-0.319524039934493,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2036,-28.3063110119541,-0.325331870030624,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2037,-28.606484598454,-0.33099687473362,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2038,-28.9080084019552,-0.336681600286844,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2039,-29.2108788716527,-0.342386436789066,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2040,-29.5150924470474,-0.348111746279718,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2041,-29.6033723183804,-0.351239979854845,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2042,-29.69162467233,-0.354344939940645,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2043,-29.7798491709808,-0.357427373171201,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2044,-30.075988168583,-0.362997723346511,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2045,-30.373297843563,-0.368588909136256,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2046,-30.6685790249303,-0.37435459149615,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2047,-30.9649739574097,-0.380140145313111,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2048,-31.2624794489787,-0.385945794743541,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2049,-31.5610922989583,-0.391771747884769,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2050,-31.6494124273271,-0.394979996111582,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2051,-31.7332582833878,-0.398287507751553,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2052,-31.6045492733537,-0.398888525040715,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2053,-31.6877323851203,-0.402126110012895,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2054,-31.7708592499528,-0.405340762578261,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2055,-31.8539295559453,-0.408533134098885,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2056,-31.940633359411,-0.411898889450414,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2057,-32.0272804314117,-0.415241236911653,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2058,-32.3297122504232,-0.421374052979248,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2059,-32.4168092064332,-0.424693502899343,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2060,-32.50384746775,-0.427991312821852,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2061,-32.5930483676142,-0.431446964936918,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2062,-32.464076062723,-0.431977578450885,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2063,-32.5525894920956,-0.435365959362578,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2064,-32.4217880154759,-0.435785936884088,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2065,-32.5096165913015,-0.439110076198246,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2066,-32.5949503640553,-0.442545059192921,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2067,-32.9011516384478,-0.448972838196984,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2068,-32.9869209294137,-0.45238704991775,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2069,-33.0726332848333,-0.455780322834263,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2070,-33.1582883834804,-0.459153201838131,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2071,-33.2374781537665,-0.462594079072534,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2072,-33.3166127037001,-0.466013004805529,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2073,-33.1716417435346,-0.466261294945802,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2074,-33.2501699520679,-0.469615838467769,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2075,-33.1036038776578,-0.469756793871322,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2076,-33.1724023778785,-0.473096079651067,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2077,-33.0152499210468,-0.473176067721672,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2078,-33.0835135404318,-0.476450603218555,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2079,-33.3784769710441,-0.482985728430975,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2080,-33.4470606314382,-0.486241260042466,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2081,-33.5077846458499,-0.48951795677237,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2082,-33.5684555828348,-0.492773136887087,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2083,-33.6290731956863,-0.496007306878857,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2084,-33.6896372376981,-0.499220953737434,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2085,-33.7501474621635,-0.502414545944163,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2086,-33.5915262782152,-0.502451724253899,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2087,-33.6618794472299,-0.505879420510495,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2088,-33.7321809950755,-0.509288727306303,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2089,-33.5717322056666,-0.509181070395209,"RCP26"
"Extreme Temperature","Cold","Premature Mortality",2090,-33.8726282861913,-0.516053836985472,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2010,28.6466153978996,0.280736830899416,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2011,30.7858453196153,0.303217026396118,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2012,33.8954129408329,0.335472915935444,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2013,37.0616745788399,0.368549654328511,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2014,39.3335208801821,0.392944535782503,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2015,40.6828748126096,0.408247012589759,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2016,42.0166435680878,0.424916786125053,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2017,43.3681599061693,0.441889060118206,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2018,45.7239548569104,0.46928893888981,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2019,47.1197239729288,0.487027662771191,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2020,48.5333671237574,0.505069198474576,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2021,50.970225231834,0.534072228487208,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2022,53.4418087466326,0.563699931154531,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2023,56.9775967651048,0.604879867425408,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2024,59.5274136519574,0.635914949497651,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2025,62.1121896059008,0.667572636002472,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2026,63.6451224945531,0.688564284989582,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2027,65.1948434609434,0.709855473823974,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2028,66.7613875605792,0.731446713201396,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2029,68.3447899990885,0.753338517693,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2030,69.9450861322202,0.775531405967266,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2031,71.5133586798678,0.797773955356083,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2032,71.9953235218364,0.807942104724729,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2033,73.5870036981248,0.830607649548922,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2034,76.3105858248006,0.866236860977879,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2035,79.0644431934499,0.902466005186706,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2036,82.3357559988569,0.946306477667864,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2037,85.7746736518679,0.992472486870994,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2038,89.2519798007456,1.03948701585585,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2039,92.7677996958326,1.08734956336563,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2040,96.3222589355265,1.13605979123429,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2041,96.851357695514,1.14912816553556,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2042,97.3812503070002,1.16216453872718,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2043,97.9119390402053,1.17517073281022,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2044,101.515572694317,1.22522729978819,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2045,105.155623730205,1.27609444453109,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2046,108.813225452178,1.32822360404816,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2047,112.506427698881,1.38118022747045,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2048,116.235346908313,1.43496434481576,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2049,120.000099823599,1.48957610240219,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2050,120.623842687286,1.50536775445635,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2051,121.248631545211,1.52180450066512,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2052,118.662709735406,1.49767025165577,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2053,119.272236793344,1.51359775547606,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2054,119.882841887786,1.52949601295144,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2055,120.494526980599,1.54536684909442,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2056,121.11446542833,1.56186363761039,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2057,121.735532919058,1.57832986705393,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2058,125.675733075188,1.63801312541335,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2059,126.317008830586,1.65488258311934,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2060,126.959461146499,1.67172660114032,"RCP26"
"Extreme Temperature","Hot","Premature Mortality",2061,127.603016433855,1.68913117718337,"RCP26"
