"sector","impactType","physicalmeasure","year","physical_impacts","annual_impacts","scenario"
"Wildfire","Mortality","Premature Mortality",2032,343.59289783891,3.85585001176138,"RCP26"
"Wildfire","Mortality","Premature Mortality",2033,351.262439331597,3.96484779166887,"RCP26"
"Wildfire","Mortality","Premature Mortality",2034,364.335113645455,4.13573689386734,"RCP26"
"Wildfire","Mortality","Premature Mortality",2035,377.553187072161,4.30950883507581,"RCP26"
"Wildfire","Mortality","Premature Mortality",2036,385.792763569659,4.4340175999407,"RCP26"
"Wildfire","Mortality","Premature Mortality",2037,394.143027293218,4.56050829255522,"RCP26"
"Wildfire","Mortality","Premature Mortality",2038,402.566866559212,4.68855740495942,"RCP26"
"Wildfire","Mortality","Premature Mortality",2039,411.064281367643,4.81816501335423,"RCP26"
"Wildfire","Mortality","Premature Mortality",2040,419.635271718509,4.9493311769419,"RCP26"
"Wildfire","Mortality","Premature Mortality",2041,421.995107581227,5.00691446540516,"RCP26"
"Wildfire","Mortality","Premature Mortality",2042,424.354943443946,5.06432465746109,"RCP26"
"Wildfire","Mortality","Premature Mortality",2043,426.714779306665,5.12156867501981,"RCP26"
"Wildfire","Mortality","Premature Mortality",2044,435.273405935212,5.25346846468079,"RCP26"
"Wildfire","Mortality","Premature Mortality",2045,443.900248595464,5.38686017033182,"RCP26"
"Wildfire","Mortality","Premature Mortality",2046,452.481586567959,5.52319555990785,"RCP26"
"Wildfire","Mortality","Premature Mortality",2047,461.127988631256,5.66101753701886,"RCP26"
"Wildfire","Mortality","Premature Mortality",2048,469.839454785355,5.80032566114744,"RCP26"
"Wildfire","Mortality","Premature Mortality",2049,478.615985030256,5.94111950387351,"RCP26"
"Wildfire","Mortality","Premature Mortality",2050,481.062020357273,6.00358301647601,"RCP26"
"Wildfire","Mortality","Premature Mortality",2051,483.422268117748,6.06748442409443,"RCP26"
"Wildfire","Mortality","Premature Mortality",2052,479.324178381496,6.04966433399348,"RCP26"
"Wildfire","Mortality","Premature Mortality",2053,481.653036897951,6.11231058599256,"RCP26"
"Wildfire","Mortality","Premature Mortality",2054,483.981895414405,6.17476502659079,"RCP26"
"Wildfire","Mortality","Premature Mortality",2055,486.310753930859,6.23703446384638,"RCP26"
"Wildfire","Mortality","Premature Mortality",2056,488.626914841415,6.30121767824808,"RCP26"
"Wildfire","Mortality","Premature Mortality",2057,490.943075751971,6.36519265084144,"RCP26"
"Wildfire","Mortality","Premature Mortality",2058,499.90539158787,6.51559034388873,"RCP26"
"Wildfire","Mortality","Premature Mortality",2059,502.252769063943,6.58002724686211,"RCP26"
"Wildfire","Mortality","Premature Mortality",2060,504.600146540016,6.64427432420234,"RCP26"
"Wildfire","Mortality","Premature Mortality",2061,506.914485452641,6.71022586670406,"RCP26"
"Wildfire","Mortality","Premature Mortality",2062,502.458683812977,6.68587903397559,"RCP26"
"Wildfire","Mortality","Premature Mortality",2063,504.742246477645,6.75054107206806,"RCP26"
"Wildfire","Mortality","Premature Mortality",2064,500.194116094114,6.72318138043262,"RCP26"
"Wildfire","Mortality","Premature Mortality",2065,502.446902510826,6.78659180822622,"RCP26"
"Wildfire","Mortality","Premature Mortality",2066,504.597641452845,6.85097509311178,"RCP26"
"Wildfire","Mortality","Premature Mortality",2067,513.669612344846,7.00959365448189,"RCP26"
"Wildfire","Mortality","Premature Mortality",2068,515.849732613778,7.07443229507127,"RCP26"
"Wildfire","Mortality","Premature Mortality",2069,518.02985288271,7.13906907717999,"RCP26"
"Wildfire","Mortality","Premature Mortality",2070,520.209973151641,7.20351038745726,"RCP26"
"Wildfire","Mortality","Premature Mortality",2071,522.238358679244,7.26843268529384,"RCP26"
"Wildfire","Mortality","Premature Mortality",2072,524.266744206847,7.33313206118072,"RCP26"
"Wildfire","Mortality","Premature Mortality",2073,519.203744493598,7.297938767094,"RCP26"
"Wildfire","Mortality","Premature Mortality",2074,521.204793584491,7.36134661884274,"RCP26"
"Wildfire","Mortality","Premature Mortality",2075,516.059784561113,7.3231479792135,"RCP26"
"Wildfire","Mortality","Premature Mortality",2076,517.862113172953,7.38561328031284,"RCP26"
"Wildfire","Mortality","Premature Mortality",2077,512.468457996392,7.34472131412031,"RCP26"
"Wildfire","Mortality","Premature Mortality",2078,514.245823771166,7.40588609607506,"RCP26"
"Wildfire","Mortality","Premature Mortality",2079,523.269099008471,7.57169079851281,"RCP26"
"Wildfire","Mortality","Premature Mortality",2080,525.07142762031,7.63329834545817,"RCP26"
"Wildfire","Mortality","Premature Mortality",2081,526.721239903535,7.69491352147993,"RCP26"
"Wildfire","Mortality","Premature Mortality",2082,528.37105218676,7.7563014534258,"RCP26"
"Wildfire","Mortality","Premature Mortality",2083,530.020864469985,7.81746853520433,"RCP26"
"Wildfire","Mortality","Premature Mortality",2084,531.67067675321,7.87842090581977,"RCP26"
"Wildfire","Mortality","Premature Mortality",2085,533.320489036435,7.93916446268419,"RCP26"
"Wildfire","Mortality","Premature Mortality",2086,527.220391815304,7.88600055667046,"RCP26"
"Wildfire","Mortality","Premature Mortality",2087,528.505418881436,7.94251596853124,"RCP26"
"Wildfire","Mortality","Premature Mortality",2088,529.790445947569,7.99878021510278,"RCP26"
"Wildfire","Mortality","Premature Mortality",2089,523.618168349491,7.94169504883545,"RCP26"
"Wildfire","Mortality","Premature Mortality",2090,532.360500079833,8.11058050779306,"RCP26"
"Wildfire","Response Costs","Acres Burned",2010,1024867.86789019,0.293437193004149,"RCP26"
"Wildfire","Response Costs","Acres Burned",2011,1090250.18801077,0.312157269112866,"RCP26"
"Wildfire","Response Costs","Acres Burned",2012,1188323.66819165,0.340237383275943,"RCP26"
"Wildfire","Response Costs","Acres Burned",2013,1286397.14837253,0.36831749743902,"RCP26"
"Wildfire","Response Costs","Acres Burned",2014,1351779.46849311,0.387037573547737,"RCP26"
"Wildfire","Response Costs","Acres Burned",2015,1384470.62855341,0.396397611602096,"RCP26"
"Wildfire","Response Costs","Acres Burned",2016,1417161.7886137,0.405757649656455,"RCP26"
"Wildfire","Response Costs","Acres Burned",2017,1449852.94867399,0.415117687710813,"RCP26"
"Wildfire","Response Costs","Acres Burned",2018,1515235.26879458,0.433837763819531,"RCP26"
"Wildfire","Response Costs","Acres Burned",2019,1547926.42885487,0.44319780187389,"RCP26"
"Wildfire","Response Costs","Acres Burned",2020,1580617.58891517,0.452557839928249,"RCP26"
"Wildfire","Response Costs","Acres Burned",2021,1645999.90903575,0.471277916036967,"RCP26"
"Wildfire","Response Costs","Acres Burned",2022,1711382.22915634,0.489997992145684,"RCP26"
"Wildfire","Response Costs","Acres Burned",2023,1809455.70933722,0.51807810630876,"RCP26"
"Wildfire","Response Costs","Acres Burned",2024,1874838.0294578,0.536798182417478,"RCP26"
"Wildfire","Response Costs","Acres Burned",2025,1940220.34957839,0.555518258526196,"RCP26"
"Wildfire","Response Costs","Acres Burned",2026,1972911.50963868,0.564878296580555,"RCP26"
"Wildfire","Response Costs","Acres Burned",2027,2005602.66969897,0.574238334634914,"RCP26"
"Wildfire","Response Costs","Acres Burned",2028,2038293.82975927,0.583598372689272,"RCP26"
"Wildfire","Response Costs","Acres Burned",2029,2070984.98981956,0.592958410743631,"RCP26"
"Wildfire","Response Costs","Acres Burned",2030,2103676.14987985,0.60231844879799,"RCP26"
"Wildfire","Response Costs","Acres Burned",2031,2136367.30994015,0.611678486852348,"RCP26"
"Wildfire","Response Costs","Acres Burned",2032,2136367.30994015,0.611678486852348,"RCP26"
"Wildfire","Response Costs","Acres Burned",2033,2169058.47000044,0.621038524906707,"RCP26"
"Wildfire","Response Costs","Acres Burned",2034,2234440.79012102,0.639758601015425,"RCP26"
"Wildfire","Response Costs","Acres Burned",2035,2299823.11024161,0.658478677124143,"RCP26"
"Wildfire","Response Costs","Acres Burned",2036,2306997.59578443,0.660580219819014,"RCP26"
"Wildfire","Response Costs","Acres Burned",2037,2312176.47200661,0.662114089756082,"RCP26"
"Wildfire","Response Costs","Acres Burned",2038,2317355.34822878,0.663647959693149,"RCP26"
"Wildfire","Response Costs","Acres Burned",2039,2322534.22445095,0.665181829630218,"RCP26"
"Wildfire","Response Costs","Acres Burned",2040,2327713.10067312,0.666715699567286,"RCP26"
"Wildfire","Response Costs","Acres Burned",2041,2327713.10067312,0.666715699567286,"RCP26"
"Wildfire","Response Costs","Acres Burned",2042,2327713.10067312,0.666715699567286,"RCP26"
"Wildfire","Response Costs","Acres Burned",2043,2327713.10067312,0.666715699567286,"RCP26"
"Wildfire","Response Costs","Acres Burned",2044,2332891.9768953,0.668249569504354,"RCP26"
"Wildfire","Response Costs","Acres Burned",2045,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2046,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2047,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2048,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2049,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2050,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2051,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2052,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2053,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2054,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2055,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2056,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2057,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2058,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2059,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2060,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2061,2358786.35800616,0.675918919189693,"RCP26"
"Wildfire","Response Costs","Acres Burned",2062,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2063,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2064,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2065,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2066,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2067,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2068,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2069,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2070,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2071,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2072,2353607.48178399,0.674385049252626,"RCP26"
"Wildfire","Response Costs","Acres Burned",2073,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2074,2348428.60556181,0.672851179315557,"RCP26"
"Wildfire","Response Costs","Acres Burned",2075,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2076,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2077,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2078,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2079,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2080,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2081,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2082,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2083,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2084,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2085,2343249.72933964,0.67131730937849,"RCP26"
"Wildfire","Response Costs","Acres Burned",2086,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2087,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2088,2338070.85311747,0.669783439441422,"RCP26"
"Wildfire","Response Costs","Acres Burned",2089,2332891.9768953,0.668249569504354,"RCP26"
"Wildfire","Response Costs","Acres Burned",2090,2338070.85311747,0.669783439441422,"RCP26"
"Air Quality","Ozone","Premature Mortality",2010,167.90943865893,1.64551249885752,"RCP45"
"Air Quality","Ozone","Premature Mortality",2011,179.902042933056,1.77189750466237,"RCP45"
"Air Quality","Ozone","Premature Mortality",2012,197.481017064676,1.95452796967625,"RCP45"
"Air Quality","Ozone","Premature Mortality",2013,209.819231691601,2.08648978196909,"RCP45"
"Air Quality","Ozone","Premature Mortality",2014,227.820618476641,2.27594339804172,"RCP45"
"Air Quality","Ozone","Premature Mortality",2015,234.956474749182,2.35775567353082,"RCP45"
"Air Quality","Ozone","Premature Mortality",2016,241.994465471004,2.44730425364315,"RCP45"
"Air Quality","Ozone","Premature Mortality",2017,249.10119999973,2.53815461343887,"RCP45"
"Air Quality","Ozone","Premature Mortality",2018,256.27667833536,2.6303020115949,"RCP45"
"Air Quality","Ozone","Premature Mortality",2019,269.206356798883,2.78250659596888,"RCP45"
"Air Quality","Ozone","Premature Mortality",2020,276.553694651772,2.87799427838543,"RCP45"
"Air Quality","Ozone","Premature Mortality",2021,295.450433174456,3.09576562660433,"RCP45"
"Air Quality","Ozone","Premature Mortality",2022,308.762669965346,3.25680398707541,"RCP45"
"Air Quality","Ozone","Premature Mortality",2023,328.03155634281,3.48241581915067,"RCP45"
"Air Quality","Ozone","Premature Mortality",2024,347.503432459245,3.71228336904764,"RCP45"
"Air Quality","Ozone","Premature Mortality",2025,361.289311974399,3.88308413991826,"RCP45"
"Air Quality","Ozone","Premature Mortality",2026,375.001977568847,4.0570739505839,"RCP45"
"Air Quality","Ozone","Premature Mortality",2027,388.836802147602,4.23373870962724,"RCP45"
"Air Quality","Ozone","Premature Mortality",2028,402.793785710663,4.41306272115258,"RCP45"
"Air Quality","Ozone","Premature Mortality",2029,410.861782933473,4.52877251559238,"RCP45"
"Air Quality","Ozone","Premature Mortality",2030,425.032544719068,4.71264109053663,"RCP45"
"Air Quality","Ozone","Premature Mortality",2031,441.106165668815,4.92080105051244,"RCP45"
"Air Quality","Ozone","Premature Mortality",2032,450.186681072582,5.05206111775445,"RCP45"
"Air Quality","Ozone","Premature Mortality",2033,466.551314489616,5.2661621107975,"RCP45"
"Air Quality","Ozone","Premature Mortality",2034,490.290867122186,5.56551908377589,"RCP45"
"Air Quality","Ozone","Premature Mortality",2035,514.212022159292,5.86937504032812,"RCP45"
"Air Quality","Ozone","Premature Mortality",2036,530.694079271599,6.09940649456925,"RCP45"
"Air Quality","Ozone","Premature Mortality",2037,554.616870536063,6.41730199983742,"RCP45"
"Air Quality","Ozone","Premature Mortality",2038,571.333851856702,6.65412825631223,"RCP45"
"Air Quality","Ozone","Premature Mortality",2039,588.155243936601,6.89388289667928,"RCP45"
"Air Quality","Ozone","Premature Mortality",2040,597.666415313417,7.04909530270863,"RCP45"
"Air Quality","Ozone","Premature Mortality",2041,614.418328364082,7.28998976724874,"RCP45"
"Air Quality","Ozone","Premature Mortality",2042,623.801790552146,7.44455752918289,"RCP45"
"Air Quality","Ozone","Premature Mortality",2043,640.715335701904,7.69007250760678,"RCP45"
"Air Quality","Ozone","Premature Mortality",2044,657.721242051146,7.93826996216875,"RCP45"
"Air Quality","Ozone","Premature Mortality",2045,674.81950959987,8.18913336932865,"RCP45"
"Air Quality","Ozone","Premature Mortality",2046,699.478768610422,8.53815523929315,"RCP45"
"Air Quality","Ozone","Premature Mortality",2047,716.696713601817,8.79849578522993,"RCP45"
"Air Quality","Ozone","Premature Mortality",2048,741.600087204348,9.15530182131192,"RCP45"
"Air Quality","Ozone","Premature Mortality",2049,759.017762316454,9.42178149607699,"RCP45"
"Air Quality","Ozone","Premature Mortality",2050,776.524206371099,9.69090749211452,"RCP45"
"Air Quality","Ozone","Premature Mortality",2051,786.443721831025,9.87073899432853,"RCP45"
"Air Quality","Ozone","Premature Mortality",2052,804.092586525646,10.1486435722028,"RCP45"
"Air Quality","Ozone","Premature Mortality",2053,814.122483354104,10.3314400452003,"RCP45"
"Air Quality","Ozone","Premature Mortality",2054,824.196532729974,10.5153105385912,"RCP45"
"Air Quality","Ozone","Premature Mortality",2055,842.066160161657,10.79967000383,"RCP45"
"Air Quality","Ozone","Premature Mortality",2056,860.110618293475,11.0917840761979,"RCP45"
"Air Quality","Ozone","Premature Mortality",2057,878.246542869469,11.3866733566558,"RCP45"
"Air Quality","Ozone","Premature Mortality",2058,888.653908548109,11.5824012363693,"RCP45"
"Air Quality","Ozone","Premature Mortality",2059,906.949899401413,11.8819754059741,"RCP45"
"Air Quality","Ozone","Premature Mortality",2060,925.337356698895,12.1842914285641,"RCP45"
"Air Quality","Ozone","Premature Mortality",2061,935.968658154714,12.389784235039,"RCP45"
"Air Quality","Ozone","Premature Mortality",2062,946.646410404262,12.5963857164939,"RCP45"
"Air Quality","Ozone","Premature Mortality",2063,957.370613447538,12.8040989086394,"RCP45"
"Air Quality","Ozone","Premature Mortality",2064,968.141267284542,13.0129266466845,"RCP45"
"Air Quality","Ozone","Premature Mortality",2065,978.958371915274,13.2228715795328,"RCP45"
"Air Quality","Ozone","Premature Mortality",2066,989.725194221536,13.4376027504096,"RCP45"
"Air Quality","Ozone","Premature Mortality",2067,1008.56372420396,13.7629747047886,"RCP45"
"Air Quality","Ozone","Premature Mortality",2068,1027.4920763146,14.0911638953046,"RCP45"
"Air Quality","Ozone","Premature Mortality",2069,1038.43854287729,14.310921366313,"RCP45"
"Air Quality","Ozone","Premature Mortality",2070,1056.10013140661,14.6241492078524,"RCP45"
"Air Quality","Ozone","Premature Mortality",2071,1058.81405635665,14.7364102367633,"RCP45"
"Air Quality","Ozone","Premature Mortality",2072,1066.82641659529,14.9221347447567,"RCP45"
"Air Quality","Ozone","Premature Mortality",2073,1074.863149715,15.1082990691385,"RCP45"
"Air Quality","Ozone","Premature Mortality",2074,1077.60144754611,15.2197329533342,"RCP45"
"Air Quality","Ozone","Premature Mortality",2075,1085.67473998743,15.4062707772971,"RCP45"
"Air Quality","Ozone","Premature Mortality",2076,1088.12614913395,15.5185690037444,"RCP45"
"Air Quality","Ozone","Premature Mortality",2077,1095.93403006122,15.7069765053073,"RCP45"
"Air Quality","Ozone","Premature Mortality",2078,1103.76338815904,15.8957944855595,"RCP45"
"Air Quality","Ozone","Premature Mortality",2079,1111.61422342741,16.0850300600018,"RCP45"
"Air Quality","Ozone","Premature Mortality",2080,1119.48653586634,16.2746900183084,"RCP45"
"Air Quality","Ozone","Premature Mortality",2081,1127.11721308157,16.4661472258505,"RCP45"
"Air Quality","Ozone","Premature Mortality",2082,1134.76689791279,16.6579794694533,"RCP45"
"Air Quality","Ozone","Premature Mortality",2083,1137.01839139944,16.770293576277,"RCP45"
"Air Quality","Ozone","Premature Mortality",2084,1144.69658765465,16.9623827706133,"RCP45"
"Air Quality","Ozone","Premature Mortality",2085,1146.95758494929,17.0739453777359,"RCP45"
"Air Quality","Ozone","Premature Mortality",2086,1149.50824054769,17.1939909107917,"RCP45"
"Air Quality","Ozone","Premature Mortality",2087,1152.05889614609,17.3134387130693,"RCP45"
"Air Quality","Ozone","Premature Mortality",2088,1160.0812989631,17.514916346708,"RCP45"
"Air Quality","Ozone","Premature Mortality",2089,1162.64380144218,17.6337703303484,"RCP45"
"Air Quality","Ozone","Premature Mortality",2090,1170.70174490124,17.8357912565103,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2010,487.827481439358,4.78070931810571,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2011,523.735268311431,5.15839175528442,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2012,576.06486479484,5.70148415946496,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2013,613.26433826385,6.09843895203237,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2014,667.172662810182,6.66510005736131,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2015,689.385533997789,6.91788832705503,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2016,711.211481266826,7.19252351476898,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2017,733.29337586646,7.47171015218568,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2018,755.631217796692,7.75543964868192,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2019,795.015190597058,8.21724656890028,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2020,817.992900853781,8.51255627367912,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2021,875.120324230986,9.1696173526929,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2022,915.82602286783,9.66005975747691,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2023,974.318635522338,10.3434641077349,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2024,1033.55589687356,11.0411927151103,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2025,1075.99910913607,11.564679432168,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2026,1118.48744235542,12.1006995639171,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2027,1161.4437116536,12.6460488665741,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2028,1204.86791703061,13.2006944426397,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2029,1230.7534246222,13.5661249462151,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2030,1274.99651813717,14.1368021256721,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2031,1322.12513701286,14.7490905126148,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2032,1349.93432625205,15.1491614654865,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2033,1398.01974100008,15.7800403976044,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2034,1466.74326928456,16.6496832872244,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2035,1536.19057362421,17.5345542722922,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2036,1585.33472291681,18.220668522055,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2037,1655.4321806013,19.1544989118343,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2038,1705.59195421847,19.8644410433962,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2039,1756.20311642434,20.5848009555751,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2040,1786.42520597419,21.0697492872664,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2041,1837.1668164534,21.7977340102036,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2042,1867.27887957635,22.2844263235123,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2043,1918.75868866516,23.0295618322777,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2044,1970.66032553088,23.7845954602496,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2045,2022.98379017351,24.5495037206968,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2046,2096.86456420876,25.5952803264549,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2047,2149.78547427668,26.3917471304057,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2048,2224.78792380788,27.4657531495928,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2049,2278.6265683725,28.2848738254039,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2050,2332.87309493562,29.1139119275051,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2051,2365.38148239482,29.6881551554349,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2052,2420.16888950561,30.5455265422261,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2053,2453.17905344929,31.131522380311,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2054,2486.38992798677,31.7219997592152,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2055,2542.18088806653,32.6039876437871,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2056,2598.53157455401,33.5100515295596,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2057,2655.28896865043,34.426447105352,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2058,2689.76866470057,35.0574949458953,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2059,2747.2377971126,35.9916374225285,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2060,2805.11363713355,36.9360663952925,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2061,2840.43229954106,37.5999164276848,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2062,2875.95464836015,38.2683900300404,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2063,2911.68068359084,38.9414997070147,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2064,2947.61040523312,39.6192573155019,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2065,2983.74381328698,40.3016741070719,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2066,3019.72468065556,40.9991186555307,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2067,3079.49872718886,42.0231880927318,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2068,3139.66897739826,43.0578406951886,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2069,3176.44225211904,43.7751618586455,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2070,3232.10969271725,44.756034959951,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2071,3244.61936750746,45.1581104110612,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2072,3270.85683430478,45.7508041168239,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2073,3297.2207358051,46.3458041023333,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2074,3309.8568452983,46.7474662491576,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2075,3336.4103988531,47.3453421505558,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2076,3348.1480209906,47.7504066415896,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2077,3373.92049698808,48.3551824501757,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2078,3399.81038278391,48.9622030539915,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2079,3425.81767837811,49.5714962758353,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2080,3451.94238377068,50.1830888153138,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2081,3477.28441885126,50.7999314733357,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2082,3502.73551112167,51.4189269518802,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2083,3513.92110623963,51.8280873917829,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2084,3539.53578429479,52.4496722109602,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2085,3550.77590800768,52.8578865491212,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2086,3559.51334816667,53.2421064907366,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2087,3568.25078832565,53.6245946654307,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2088,3591.58382810076,54.2257601752572,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2089,3600.35859762109,54.6064895702302,"RCP45"
"Air Quality","PM2.5","Premature Mortality",2090,3623.8036254802,55.2091130812336,"RCP45"
"Extreme Temperature","Cold","Premature Mortality",2010,-10.926081757273,-0.107075601221275,"RCP45"
"Extreme Temperature","Cold","Premature Mortality",2011,-11.7005296195706,-0.115241266292123,"RCP45"
